Jugador,Equipo,Equipo durante el período seleccionado,Posición específica,Edad,Valor de mercado,Vencimiento contrato,Partidos jugados,Minutos jugados,Goles,xG,Asistencias,xA,Duelos/90,"Duelos ganados, %",País de nacimiento,Pasaporte,Pie,Altura,Peso,En préstamo,Acciones defensivas realizadas/90,Duelos defensivos/90,"Duelos defensivos ganados, %",Duelos aéreos en los 90,"Duelos aéreos ganados, %",Entradas/90,Posesión conquistada después de una entrada,Tiros interceptados/90,Interceptaciones/90,Posesión conquistada después de una interceptación,Faltas/90,Tarjetas amarillas,Tarjetas amarillas/90,Tarjetas rojas,Tarjetas rojas/90,Acciones de ataque exitosas/90,Goles/90,Goles (excepto los penaltis),"Goles, excepto los penaltis/90",xG/90,Goles de cabeza,Goles de cabeza/90,Remates,Remates/90,"Tiros a la portería, %","Goles hechos, %",Asistencias/90,Centros/90,"Precisión centros, %",Centros desde la banda izquierda/90,"Precisión centros desde la banda izquierda, %",Centros desde la banda derecha/90,"Precisión centros desde la banda derecha, %",Centros al área pequeña/90,Regates/90,"Regates realizados, %",Duelos atacantes/90,"Duelos atacantes ganados, %",Toques en el área de penalti/90,Carreras en progresión/90,Aceleraciones/90,Pases recibidos /90,Pases largos recibidos/90,Faltas recibidas/90,Pases/90,"Precisión pases, %",Pases hacia adelante/90,"Precisión pases hacia adelante, %",Pases hacia atrás/90,"Precision pases hacia atrás, %",Pases laterales/90,"Precisión pases laterales, %",Pases cortos / medios /90,"Precisión pases cortos / medios, %",Pases largos/90,"Precisión pases largos, %","Longitud media pases, m","Longitud media pases largos, m",xA/90,Asistencias/90.1,Second assists/90,Third assists/90,Desmarques/90,"Precisión desmarques, %",Jugadas claves/90,Pases en el último tercio/90,"Precisión pases en el último tercio, %",Pases al área de penalti/90,"Pases hacía el área pequeña, %",Pases en profundidad/90,"Precisión pases en profundidad, %",Ataque en profundidad/90,Centros desde el último tercio/90,Pases progresivos/90,"Precisión pases progresivos, %",Goles recibidos,Goles recibidos/90,Remates en contra,Remates en contra/90,Porterías imbatidas en los 90,"Paradas, %",xG en contra,xG en contra/90,Goles evitados,Goles evitados/90,Pases hacía atrás recibidos del arquero/90,Salidas/90,Duelos aéreos en los 90.1,Tiros libres/90,Tiros libres directos/90,"Tiros libres directos, %",Córneres/90,Penaltis a favor,"Penaltis realizados, %",Temporada,pos_primaria,grupo,cluster,arquetipo,distancia_centroide,pureza_arquetipo,pca1,pca2
Isco,Real Betis,Real Betis,"AMF, CF",33,8000000,2028-06-30,22,1710,9,7.66,6,4.41,21.68,40.53,Spain,Spain,derecho,176,79,no,4.37,4.84,53.26,1.89,36.11,0.32,0.45,0.05,1.47,2.12,1.11,5,0.26,0,0.0,3.42,0.47,4,0.21,0.4,1,0.05,42,2.21,35.71,21.429,0.32,1.53,41.38,0.89,41.18,0.58,36.36,0.16,3.42,52.31,12.89,36.33,2.84,2.47,0.16,43.53,1.42,2.21,53.26,86.56,17.16,78.83,8.79,94.61,18.26,91.07,46.95,90.13,4.84,66.3,16.94,36.73,0.23,2.42,0.16,0.05,0.37,57.14,0.68,8.63,82.32,2.95,66.07,0.95,38.89,1.68,0.58,8.32,82.91,0,,0,,0,0,0,0.0,,,0.0,,,1.37,0.26,0.0,3.68,6,83.333,2024-25,AMF,Mediapunta,2,Llegador,4.176122155020855,10.0,4.7279546854024925,1.978296737241822
G. Lo Celso,Real Betis,Real Betis,"AMF, CF, RAMF",30,16000000,2028-06-30,25,1617,8,5.5,2,5.28,18.42,47.13,Argentina,"Argentina, Italy",izquierdo,177,68,no,5.68,4.45,67.5,1.11,30.0,0.67,0.94,0.11,2.0,2.83,0.78,4,0.22,0,0.0,2.67,0.45,6,0.33,0.31,0,0.0,34,1.89,52.94,23.529,0.11,1.06,47.37,0.67,33.33,0.28,60.0,0.28,2.23,30.0,11.24,41.58,2.17,1.73,0.28,35.51,0.61,3.28,44.97,85.02,16.09,75.78,7.18,93.8,12.52,91.56,40.96,87.64,3.06,61.82,16.6,25.74,0.29,1.95,0.06,0.0,0.89,56.25,0.83,6.62,81.51,3.95,66.2,1.0,44.44,2.5,0.5,8.46,84.87,0,,0,,0,0,0,0.0,,,0.17,,,1.22,0.22,50.0,3.67,3,66.667,2024-25,AMF,Mediapunta,2,Llegador,3.2095551122151122,20.0,3.5351901102573358,1.7743456408013443
D. van de Beek,Girona,Girona,"AMF, RCMF",29,5000000,2028-06-30,26,1578,2,1.69,2,2.51,12.78,46.88,Netherlands,Netherlands,derecho,184,74,no,5.7,5.19,57.14,1.43,52.0,0.46,0.64,0.23,2.28,3.18,1.31,5,0.29,0,0.0,1.08,0.11,2,0.11,0.1,0,0.0,17,0.97,29.41,11.765,0.11,1.08,36.84,0.34,0.0,0.68,50.0,0.46,0.63,63.64,4.16,30.14,3.37,0.86,0.17,17.57,0.97,0.46,24.92,84.21,4.79,70.24,7.76,93.38,7.41,84.62,22.76,86.72,1.2,71.43,16.45,20.35,0.14,0.63,0.0,0.11,0.17,0.0,0.4,1.88,63.64,1.14,65.0,0.11,0.0,0.86,0.4,2.22,66.67,0,,0,,0,0,0,0.0,,,0.11,,,0.0,0.0,0.0,0.0,0,0.0,2024-25,AMF,Mediapunta,1,Físico,1.8936493644656545,25.0,-0.7472255874714303,-2.164509501989957
Unai Gómez,Athletic Club,Athletic Club,"AMF, CF, LDMF",22,0,2028-06-30,32,1417,1,1.84,1,0.27,16.39,38.76,Spain,Spain,izquierdo,183,76,no,3.68,3.37,60.38,3.94,41.94,0.19,0.23,0.0,1.46,1.76,0.89,1,0.06,0,0.0,1.71,0.06,1,0.06,0.12,0,0.0,18,1.14,27.78,5.556,0.06,0.51,37.5,0.38,33.33,0.13,50.0,0.06,2.1,57.58,6.48,31.37,1.46,1.08,0.44,10.73,1.27,1.08,16.7,79.09,4.0,60.32,4.7,93.24,4.95,82.05,15.69,82.59,0.51,12.5,16.91,8.08,0.02,0.25,0.0,0.0,0.06,0.0,0.13,1.91,63.33,0.83,30.77,0.13,0.0,0.13,0.19,2.16,52.94,0,,0,,0,0,0,0.0,,,0.38,,,0.25,0.06,0.0,0.76,0,0.0,2024-25,AMF,Mediapunta,1,Físico,2.153847274169375,12.5,-2.954983247635584,-2.5439836497189505
Fermín López,Barcelona,Barcelona,"AMF, RCMF, LAMF",23,0,2031-06-30,28,1386,6,4.52,3,2.8,20.84,45.17,Spain,Spain,derecho,174,64,no,5.58,5.91,57.14,2.08,21.88,0.71,1.5,0.0,1.49,3.14,1.56,4,0.26,1,0.06,3.77,0.39,6,0.39,0.29,1,0.06,40,2.6,37.5,15.0,0.19,2.08,34.38,0.97,33.33,1.1,35.29,0.32,4.16,42.19,10.91,42.26,3.51,1.56,0.45,34.22,1.3,1.43,41.1,84.36,9.29,76.92,7.99,91.87,13.77,84.43,36.69,87.79,2.47,71.05,16.66,24.27,0.18,1.49,0.06,0.06,0.58,55.56,0.84,5.19,86.25,3.12,50.0,1.17,66.67,1.36,0.71,5.13,87.34,0,,0,,0,0,0,0.0,,,0.06,,,0.19,0.0,0.0,1.82,0,0.0,2024-25,AMF,Mediapunta,2,Llegador,1.465895643629835,95.0,3.70837136006145,-0.508507684005138
Pedro Díaz,Rayo Vallecano,Rayo Vallecano,"AMF, RDMF, RCMF",27,2500000,2028-06-30,26,1355,3,2.55,0,1.56,13.55,49.02,Spain,Spain,derecho,180,75,no,5.58,5.65,57.65,0.93,28.57,0.07,0.09,0.0,2.26,3.22,0.46,2,0.13,0,0.0,1.99,0.2,3,0.2,0.17,0,0.0,29,1.93,27.59,10.345,0.0,0.86,23.08,0.33,0.0,0.53,37.5,0.27,1.73,69.23,5.51,49.4,1.2,1.73,0.33,25.44,0.86,0.46,34.87,84.38,9.43,68.31,7.57,94.74,9.43,86.62,31.95,88.57,2.06,45.16,17.32,26.49,0.1,1.53,0.07,0.07,0.27,25.0,0.53,4.58,66.67,1.93,55.17,0.46,14.29,1.33,0.27,4.05,62.3,0,,0,,0,0,0,0.0,,,0.33,,,0.6,0.07,0.0,1.53,1,0.0,2024-25,AMF,Mediapunta,1,Físico,1.831343603473166,29.2,-0.5094784742308481,-0.5945533842958699
Dani Olmo,Barcelona,Barcelona,"AMF, RCMF",28,60000000,2030-06-30,25,1344,10,6.69,2,2.96,17.01,42.91,Spain,Spain,derecho,179,72,no,3.82,3.95,55.93,1.34,45.0,0.0,0.0,0.2,1.61,3.33,1.27,1,0.07,0,0.0,3.55,0.67,8,0.54,0.45,0,0.0,44,2.95,38.64,22.727,0.13,1.0,40.0,0.54,50.0,0.4,33.33,0.07,3.68,41.82,9.31,39.57,4.29,1.81,0.47,34.89,1.21,1.81,41.72,83.95,10.92,74.23,7.7,93.91,12.39,83.78,39.04,86.28,1.67,56.0,15.55,22.07,0.2,1.81,0.07,0.07,1.27,36.84,0.94,4.62,84.06,3.28,65.31,1.41,33.33,2.48,0.4,4.96,82.43,0,,0,,0,0,0,0.0,,,0.07,,,0.47,0.13,50.0,0.67,2,100.0,2024-25,AMF,Mediapunta,2,Llegador,3.5850876570695887,15.0,5.614849322884892,-1.6569957426417194
Peque Fernández,Sevilla,Sevilla,"AMF, CF, LAMF",23,3000000,2028-06-30,26,1255,1,1.65,1,0.73,22.09,40.58,Spain,Spain,derecho,172,65,no,4.8,5.16,52.78,2.87,20.0,0.43,0.63,0.0,1.65,2.42,1.72,1,0.07,0,0.0,1.94,0.07,1,0.07,0.12,1,0.07,16,1.15,25.0,6.25,0.07,0.72,20.0,0.5,14.29,0.22,33.33,0.14,2.29,56.25,11.04,39.61,2.29,0.93,0.07,16.28,0.5,1.86,24.67,81.4,5.88,70.73,6.38,92.13,6.02,82.14,23.52,84.45,0.43,16.67,16.99,6.52,0.05,0.5,0.14,0.0,0.36,60.0,0.22,2.58,69.44,0.93,53.85,0.29,50.0,0.43,0.14,1.94,70.37,0,,0,,0,0,0,0.0,,,0.57,,,0.0,0.0,0.0,0.29,0,0.0,2024-25,AMF,Mediapunta,1,Físico,1.43978308960264,66.7,-2.081612453937481,-2.3033797465684684
Edu Expósito,Espanyol,Espanyol,"AMF, RCMF, LCMF",29,2500000,2027-06-30,19,1145,0,1.0,2,2.17,18.16,43.72,Spain,Spain,derecho,178,68,no,5.66,5.66,48.61,1.65,33.33,0.31,0.36,0.0,2.59,2.94,1.18,3,0.24,0,0.0,2.28,0.0,0,0.0,0.08,0,0.0,18,1.41,33.33,0.0,0.16,2.36,33.33,0.86,45.45,1.49,26.32,0.16,1.81,56.52,8.17,41.35,1.81,1.26,0.39,22.79,1.65,1.65,33.01,72.62,12.97,58.18,4.09,92.31,10.06,83.59,26.49,80.12,4.48,43.86,21.24,30.49,0.17,1.81,0.08,0.0,0.24,0.0,0.63,6.76,58.14,3.14,55.0,0.71,11.11,1.26,0.79,6.76,75.58,0,,0,,0,0,0,0.0,,,0.08,,,2.04,0.24,66.67,2.67,0,0.0,2024-25,AMF,Mediapunta,0,Creador,1.3058752770323734,87.5,-0.12947927892907274,1.5067956310756352
Dani Olmo,Barcelona,Barcelona,"AMF, RCMF, LDMF",28,60000000,2030-06-30,33,2250,7,5.58,6,4.47,14.36,47.35,Spain,Spain,derecho,179,72,no,4.52,4.76,52.1,1.32,45.45,0.0,0.0,0.04,2.04,3.91,1.08,1,0.04,0,0.0,2.48,0.28,7,0.28,0.22,0,0.0,66,2.64,31.82,10.606,0.24,1.04,26.92,0.68,35.29,0.36,11.11,0.04,2.08,53.85,6.36,46.54,3.48,1.32,0.28,37.84,1.2,1.72,46.92,85.17,11.6,75.52,9.68,95.04,14.8,88.65,43.32,88.37,2.6,55.38,15.77,31.03,0.18,1.56,0.12,0.0,0.52,46.15,0.72,5.68,77.46,3.12,66.67,0.76,42.11,2.24,0.24,5.28,74.24,0,,0,,0,0,0,0.0,,,0.32,,,0.32,0.24,16.67,1.44,0,0.0,2025-26,AMF,Mediapunta,2,Llegador,1.6091406932655763,80.0,3.2372181232134847,0.0971744289688761
G. Lo Celso,Real Betis,Real Betis,"AMF, CF",30,16000000,2028-06-30,24,1500,2,2.91,2,1.91,14.58,50.21,Argentina,"Argentina, Italy",izquierdo,177,68,no,4.5,3.66,65.57,1.02,58.82,0.42,0.5,0.06,1.68,2.02,0.54,4,0.24,0,0.0,1.98,0.12,2,0.12,0.17,1,0.06,32,1.92,34.38,6.25,0.12,0.84,28.57,0.6,40.0,0.24,0.0,0.12,1.38,65.22,8.16,47.06,2.1,1.5,0.24,40.02,0.9,2.46,47.88,88.22,15.36,80.86,8.34,93.53,13.98,90.56,44.22,89.96,2.82,78.72,15.9,29.09,0.11,1.38,0.24,0.0,0.36,50.0,0.42,6.78,84.07,3.42,57.89,0.84,35.71,1.62,0.24,6.66,88.29,0,,0,,0,0,0,0.0,,,0.3,,,1.38,0.3,20.0,2.52,0,0.0,2025-26,AMF,Mediapunta,0,Creador,1.5048524944478003,79.2,0.49803456033310217,1.3046840349465554
Aimar Oroz,Osasuna,Osasuna,"AMF, LW, CF",24,15000000,2029-06-30,31,2286,0,1.57,2,3.26,21.97,43.01,Spain,Spain,derecho,177,70,no,4.84,5.43,52.9,2.64,40.3,0.04,0.05,0.04,1.93,2.43,1.3,5,0.2,0,0.0,2.2,0.0,0,0.0,0.06,0,0.0,29,1.14,13.79,0.0,0.08,1.02,30.77,0.55,28.57,0.43,36.36,0.28,3.11,55.7,10.75,42.49,1.81,2.44,0.2,23.9,1.18,2.48,33.27,81.18,8.98,72.37,7.56,89.06,9.53,85.54,30.55,83.51,1.77,68.89,15.97,29.45,0.13,1.34,0.04,0.0,0.16,0.0,0.59,3.78,78.13,2.24,61.4,0.28,42.86,1.34,0.28,5.0,74.02,0,,0,,0,0,0,0.0,,,0.08,,,0.2,0.12,0.0,0.47,0,0.0,2025-26,AMF,Mediapunta,1,Físico,1.8313256953768147,33.3,-1.098630587674961,0.15693206993195716
Pablo Fornals,Real Betis,Real Betis,"AMF, LDMF, RDMF",30,14000000,2029-06-30,37,3086,9,4.68,3,4.98,13.12,43.56,Spain,Spain,derecho,178,67,no,5.51,4.23,59.31,1.92,24.24,0.09,0.11,0.09,2.92,3.57,0.93,2,0.06,0,0.0,2.04,0.26,9,0.26,0.14,1,0.03,42,1.22,42.86,21.429,0.09,2.16,32.43,0.9,29.03,1.25,34.88,0.2,1.4,52.08,5.19,39.33,1.84,1.22,0.06,41.94,1.28,0.82,52.47,85.1,16.74,77.7,8.4,93.4,17.35,88.4,46.81,89.47,3.56,59.02,18.24,36.05,0.15,1.63,0.03,0.03,0.41,21.43,0.55,8.49,80.41,2.83,57.73,0.9,45.16,1.11,0.7,8.57,85.37,0,,0,,0,0,0,0.0,,,0.41,,,0.52,0.06,50.0,2.36,0,0.0,2025-26,AMF,Mediapunta,0,Creador,2.033187918901556,41.7,0.7701663077541248,2.797491434291868
T. Lemar,Girona,Girona,"AMF, CF, RCMF",30,10000000,2027-06-30,27,1365,3,1.59,1,1.82,15.43,37.61,Guadeloupe,"Guadeloupe, France",izquierdo,171,66,si,3.76,4.62,52.86,0.26,0.0,0.13,0.18,0.07,1.19,1.62,1.32,4,0.26,0,0.0,1.78,0.2,3,0.2,0.1,0,0.0,17,1.12,47.06,17.647,0.07,1.25,26.32,0.66,20.0,0.59,33.33,0.0,1.71,50.0,8.97,31.62,1.32,2.04,0.26,35.21,0.73,1.32,44.31,87.35,10.81,80.49,10.29,96.15,14.04,87.32,41.27,89.78,1.85,71.43,16.39,25.16,0.12,0.86,0.0,0.07,0.13,50.0,0.33,4.48,83.82,1.78,62.96,0.13,50.0,0.92,0.33,5.27,76.25,0,,0,,0,0,0,0.0,,,0.26,,,0.79,0.07,0.0,2.24,0,0.0,2025-26,AMF,Mediapunta,0,Creador,1.4244437954983726,83.3,-0.9499409217329212,0.6061609460125044
R. Vargas,Sevilla,Sevilla,"AMF, LAMF, RW",27,9000000,2029-06-30,24,1710,3,4.47,5,2.16,15.53,48.47,Switzerland,"Switzerland, Dominican Republic",derecho,177,70,no,4.16,3.84,67.12,2.26,51.16,0.0,0.0,0.05,1.58,2.09,0.68,2,0.11,0,0.0,2.84,0.16,2,0.11,0.24,0,0.0,41,2.16,19.51,7.317,0.26,2.42,28.26,1.26,33.33,1.16,22.73,0.32,3.37,50.0,7.37,42.14,3.16,2.53,0.37,24.74,1.68,0.89,30.58,73.49,8.05,63.4,9.68,90.76,7.68,67.12,26.37,79.84,1.95,37.84,17.63,26.49,0.11,0.89,0.05,0.05,0.11,50.0,0.21,2.89,65.45,2.16,34.15,0.11,50.0,0.68,0.68,4.21,63.75,0,,0,,0,0,0,0.0,,,0.58,,,1.16,0.11,0.0,2.11,1,100.0,2025-26,AMF,Mediapunta,2,Llegador,2.6394546849334413,45.0,0.859166958937167,-1.7155830554331448
Isi Palazón,Rayo Vallecano,Rayo Vallecano,"AMF, CF",31,8000000,2028-06-30,31,2434,3,6.54,2,3.47,16.86,43.2,Spain,Spain,izquierdo,169,71,no,4.73,4.07,50.91,2.29,38.71,0.44,0.66,0.22,2.22,3.28,1.37,10,0.37,0,0.0,2.03,0.11,1,0.04,0.24,0,0.0,49,1.81,28.57,6.122,0.07,0.96,34.62,0.63,23.53,0.33,55.56,0.3,1.66,64.44,7.36,43.22,1.26,1.33,0.33,24.26,1.63,1.89,31.87,82.6,10.35,68.93,8.5,96.96,7.69,86.54,27.99,86.13,2.96,63.75,18.25,32.57,0.13,1.26,0.0,0.04,0.18,60.0,0.37,5.51,69.13,1.92,57.69,0.41,36.36,0.44,0.37,4.81,81.54,0,,0,,0,0,0,0.0,,,0.48,,,0.48,0.07,0.0,3.36,3,66.667,2025-26,AMF,Mediapunta,1,Físico,1.6084441341421678,50.0,-0.37556327754891844,-0.13785013399920332
Sergi Darder,Mallorca,Mallorca,"AMF, DMF, LCMF",32,6000000,2028-06-30,38,2928,1,1.83,4,7.17,10.27,47.6,Spain,Spain,derecho,180,71,no,4.49,3.35,53.21,0.68,31.82,0.46,0.6,0.22,2.24,2.94,0.61,3,0.09,0,0.0,2.46,0.03,1,0.03,0.06,1,0.03,33,1.01,39.39,3.03,0.12,2.06,34.33,0.86,32.14,1.2,35.9,0.43,2.31,57.33,5.29,47.09,0.8,1.78,0.15,26.03,0.61,0.89,36.61,83.63,10.79,73.79,5.96,95.36,14.6,87.16,31.23,89.27,3.32,61.11,19.72,32.12,0.22,1.51,0.03,0.06,0.18,16.67,0.58,5.35,73.56,2.46,46.25,0.52,17.65,0.46,0.77,5.63,78.69,0,,0,,0,0,0,0.0,,,0.52,,,1.23,0.03,0.0,2.21,0,0.0,2025-26,AMF,Mediapunta,0,Creador,1.7296047655510285,62.5,-0.8038941462081067,1.5614578267472763
Ramón Terrats,Espanyol,Espanyol,"AMF, LW, LAMF",25,4000000,2027-06-30,29,1183,1,0.91,2,1.27,17.35,41.67,Spain,Spain,izquierdo,181,73,si,6.47,5.63,54.05,2.36,35.48,0.0,0.0,0.3,3.42,4.5,1.22,0,0.0,0,0.0,1.14,0.08,1,0.08,0.07,0,0.0,14,1.07,14.29,7.143,0.15,1.22,18.75,0.84,27.27,0.38,0.0,0.3,1.9,40.0,7.08,34.41,1.6,0.84,0.46,15.22,1.52,1.67,19.78,74.23,5.71,65.33,4.11,85.19,5.55,72.6,17.12,80.89,1.52,45.0,16.59,18.52,0.1,0.76,0.08,0.0,0.08,0.0,0.23,2.36,67.74,2.43,37.5,0.15,50.0,0.76,0.15,2.81,72.97,0,,0,,0,0,0,0.0,,,0.0,,,0.61,0.15,0.0,0.68,0,0.0,2025-26,AMF,Mediapunta,1,Físico,1.4915270208940394,58.3,-2.0118587233695884,-1.508148741697698
Peque Fernández,Sevilla,Sevilla,"AMF, CF",23,3000000,2028-06-30,26,1126,2,1.55,1,0.38,21.5,50.56,Spain,Spain,derecho,172,65,no,4.64,4.16,53.85,2.64,42.42,0.48,0.75,0.16,1.92,3.01,1.2,7,0.56,0,0.0,2.16,0.16,2,0.16,0.12,0,0.0,14,1.12,42.86,14.286,0.08,0.56,0.0,0.32,0.0,0.24,0.0,0.0,3.12,51.28,11.83,52.03,2.08,2.4,0.32,19.02,0.32,3.76,28.21,81.3,8.95,58.93,5.83,91.78,7.99,89.0,26.06,84.05,1.6,65.0,14.48,14.83,0.03,0.8,0.0,0.0,0.32,25.0,0.16,4.16,71.15,1.44,38.89,0.32,25.0,0.56,0.0,3.36,76.19,0,,0,,0,0,0,0.0,,,0.0,,,1.12,0.0,0.0,1.6,0,0.0,2025-26,AMF,Mediapunta,1,Físico,1.180229424287912,83.3,-1.9468336627895801,-1.4735134900825342
Pablo Torre,Mallorca,Mallorca,"AMF, LCMF",23,3000000,2029-06-30,35,1766,4,1.91,3,2.39,17.07,46.57,Spain,Spain,derecho,173,63,no,6.93,5.61,60.91,1.63,21.88,0.82,1.12,0.1,2.7,3.71,1.38,4,0.2,0,0.0,2.04,0.2,4,0.2,0.1,0,0.0,24,1.22,50.0,16.667,0.15,1.33,15.38,0.97,21.05,0.36,0.0,0.15,2.09,56.1,7.44,43.15,1.17,1.38,0.25,28.49,0.66,1.78,40.62,84.19,11.47,74.22,8.82,94.22,12.13,85.29,36.85,88.52,2.55,54.0,16.01,24.52,0.12,1.38,0.1,0.1,0.05,100.0,0.36,6.32,84.68,1.89,37.84,0.51,50.0,0.92,0.25,5.96,71.79,0,,0,,0,0,0,0.0,,,0.46,,,1.33,0.2,50.0,2.7,0,0.0,2025-26,AMF,Mediapunta,0,Creador,1.0323846250232374,95.8,-0.6935986378170077,1.0849423196445402
Pedro Díaz,Rayo Vallecano,Rayo Vallecano,"AMF, RDMF, RCMF",27,2500000,2028-06-30,34,2077,0,1.47,1,0.97,13.26,43.14,Spain,Spain,derecho,180,75,no,5.46,5.24,54.55,1.43,48.48,0.09,0.13,0.04,2.51,3.81,0.82,2,0.09,0,0.0,1.08,0.0,0,0.0,0.06,0,0.0,41,1.78,7.32,0.0,0.04,0.95,36.36,0.13,33.33,0.82,36.84,0.13,1.47,41.18,5.46,30.16,0.95,1.95,0.22,24.22,1.17,0.56,33.37,84.42,8.19,64.02,7.97,95.65,10.44,88.38,30.9,87.94,1.65,42.11,16.86,25.89,0.04,0.69,0.04,0.04,0.17,0.0,0.3,4.12,66.32,1.56,41.67,0.52,25.0,0.43,0.39,3.25,70.67,0,,0,,0,0,0,0.0,,,0.35,,,0.22,0.04,0.0,0.61,0,0.0,2025-26,AMF,Mediapunta,1,Físico,1.0340425868448322,91.7,-2.3223315821897668,-0.7067058295404685
Alberto Reina,Real Oviedo,Real Oviedo,"AMF, CF, LCMF",28,600000,2027-06-30,37,2652,4,3.43,1,2.75,14.59,50.93,Spain,Spain,derecho,179,72,no,5.7,5.53,58.9,1.83,33.33,0.07,0.09,0.24,2.38,3.02,1.19,5,0.17,1,0.03,1.53,0.14,4,0.14,0.12,0,0.0,22,0.75,45.45,18.182,0.03,0.98,44.83,0.61,44.44,0.34,50.0,0.14,1.19,62.86,5.26,51.61,1.29,1.36,0.24,23.82,1.05,1.49,34.82,85.67,10.93,75.47,7.64,95.56,10.08,89.56,31.02,89.82,2.85,53.57,17.25,28.07,0.09,0.81,0.03,0.0,0.03,0.0,0.2,4.79,71.63,1.39,46.34,0.24,14.29,0.48,0.44,4.14,72.95,0,,0,,0,0,0,0.0,,,0.81,,,0.44,0.0,0.0,1.22,0,0.0,2025-26,AMF,Mediapunta,1,Físico,1.252354651152431,75.0,-2.136444673035804,-0.2654323335365159
Santi Cazorla,Real Oviedo,Real Oviedo,AMF,41,300000,2026-06-30,28,1064,0,0.43,1,2.44,11.67,52.17,Spain,Spain,derecho,168,66,no,4.31,3.98,65.96,1.1,46.15,0.34,0.47,0.17,1.35,1.88,0.51,2,0.17,1,0.08,1.44,0.0,0,0.0,0.04,0,0.0,8,0.68,25.0,0.0,0.08,1.27,40.0,0.59,28.57,0.68,50.0,0.08,1.1,69.23,5.5,47.69,0.51,0.68,0.17,35.44,1.61,1.61,44.75,86.2,14.97,77.4,7.44,93.18,14.38,91.76,38.91,90.0,4.57,66.67,17.87,34.68,0.21,1.86,0.0,0.08,0.17,0.0,0.51,8.2,77.32,2.45,62.07,0.59,42.86,1.18,0.59,6.77,83.75,0,,0,,0,0,0,0.0,,,0.08,,,1.61,0.17,50.0,3.81,0,0.0,2025-26,AMF,Mediapunta,0,Creador,1.796410139062251,50.0,-1.2045699349784758,3.2142992781881805
Oihan Sancet,Athletic Club,Athletic Club,"AMF, CF",26,0,2032-06-30,28,1906,4,7.56,0,1.5,17.71,43.2,Spain,Spain,derecho,188,72,no,3.82,4.06,56.98,2.83,35.0,0.33,0.43,0.19,1.18,1.54,1.32,4,0.19,1,0.05,2.03,0.19,2,0.09,0.36,0,0.0,42,1.98,33.33,9.524,0.0,1.32,28.57,0.28,50.0,0.99,19.05,0.14,1.65,51.43,8.41,37.64,2.93,1.79,0.33,19.55,1.75,1.23,28.9,80.72,6.94,70.07,6.8,95.14,8.78,79.03,25.88,84.85,1.7,58.33,16.33,22.33,0.07,0.85,0.0,0.0,0.28,50.0,0.52,3.78,73.75,2.46,50.0,0.33,42.86,1.18,0.38,2.93,70.97,0,,0,,0,0,0,0.0,,,0.99,,,0.0,0.0,0.0,0.0,2,100.0,2025-26,AMF,Mediapunta,2,Llegador,2.7802053118291754,35.0,0.5197324695414952,-2.5504555221871525
Unai Gómez,Athletic Club,Athletic Club,"AMF, CF",23,0,2028-06-30,26,1050,1,2.07,1,0.72,16.2,38.1,Spain,Spain,izquierdo,183,76,no,3.6,3.69,55.81,4.89,43.86,0.51,0.63,0.0,1.03,1.26,1.03,1,0.09,1,0.09,2.14,0.09,1,0.09,0.18,0,0.0,18,1.54,33.33,5.556,0.09,1.89,27.27,1.37,31.25,0.51,16.67,0.0,2.06,54.17,5.4,26.98,2.06,1.03,0.26,13.63,1.37,0.51,19.11,75.78,4.89,63.16,4.97,91.38,5.49,70.31,16.54,82.38,0.94,36.36,17.99,15.98,0.06,0.6,0.0,0.0,0.0,0.0,0.51,2.14,76.0,1.37,50.0,0.0,0.0,0.6,0.51,2.49,72.41,0,,0,,0,0,0,0.0,,,0.77,,,0.17,0.0,0.0,0.34,0,0.0,2025-26,AMF,Mediapunta,1,Físico,1.5732789583588702,54.2,-1.0319674365141014,-2.3575910671591327
Fermín López,Barcelona,Barcelona,"AMF, RCMF, LAMF",23,0,2031-06-30,30,1969,6,7.3,5,4.17,17.14,46.13,Spain,Spain,derecho,174,64,no,5.39,5.12,58.93,1.33,24.14,0.64,1.22,0.0,1.74,3.32,1.55,3,0.14,0,0.0,3.89,0.27,6,0.27,0.33,0,0.0,60,2.74,38.33,10.0,0.23,1.92,33.33,1.1,33.33,0.73,31.25,0.27,3.61,56.96,8.09,42.94,4.02,2.42,0.41,35.61,1.69,0.96,41.91,86.48,8.87,75.77,9.6,95.24,15.08,86.67,37.98,90.85,2.1,54.35,17.19,29.48,0.19,1.23,0.09,0.05,0.32,42.86,0.87,4.48,74.49,3.52,57.14,0.91,35.0,1.78,0.64,4.94,78.7,0,,0,,0,0,0,0.0,,,0.32,,,0.0,0.0,0.0,0.55,0,0.0,2025-26,AMF,Mediapunta,2,Llegador,1.9435674070369273,60.0,4.109691245370474,-0.757569809732166
